2020-09-13 23:31:16,2020-09-13 23:48:36,IP Address,196.17.66.153,100,1040,TRUE,2020-09-13 23:48:36,R_2OPH6rudu7qJRH8,,,,,34.05439758,-118.2440033,anonymous,EN,OX8AUN,OX8AUN,1.5,,,2,2,2,6,NPC,,,2,2,2,2,8,,,,,2,2,2,2,2,2,2,2,2,2,20,,,,,Female,59,Bachelor's degree,"Service (e.g., retail clerks, server)",,North America,,,,,29431,,,,
2020-09-13 21:56:44,2020-09-13 22:15:57,IP Address,174.100.135.175,100,1153,TRUE,2020-09-13 22:15:57,R_bpXcRav616Wtsbv,,,,,41.0328064,-81.438797,anonymous,EN,QUESBJ,QUESBJ,1.5,,,2,3,2,7,NPC,,,2,3,2,3,10,,,,,2,3,2,2,3,4,3,2,3,4,28,,,,,Female,30,Bachelor's degree,"Art, writing, or journalism (e.g., author, reporter, sculptor)",,South America,,,,,77287,,,,
2020-09-13 16:02:43,2020-09-13 16:08:10,IP Address,45.3.166.139,100,326,TRUE,2020-09-13 16:08:10,R_3iQr6EMqVd3MQNJ,,,,,28.26939392,-81.47419739,anonymous,EN,E09702,E09702,2.5,,,3,2,3,8,NPC,,,2,3,2,3,10,,,,,3,2,2,3,1,2,2,3,1,2,21,,,,,Female,29,Bachelor's degree,"Administrative support (e.g., secretary, assistant)",,South America,,,,,18011,Asia,2,Graduate degree,0
2020-09-13 22:26:13,2020-09-13 22:33:24,IP Address,72.178.27.205,100,430,TRUE,2020-09-13 22:33:24,R_2ZPoZOLsNyot7MF,,,,,31.77029419,-106.3005981,anonymous,EN,KZHOZA,KZHOZA,2.5,,,3,3,2,8,NPC,,,2,3,3,2,10,,,,,2,2,3,2,2,2,4,3,2,3,25,,,,,Female,30,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,Asia,,,,,36089,,,,
2020-09-13 22:25:27,2020-09-13 22:42:41,IP Address,24.92.132.28,100,1033,TRUE,2020-09-13 22:42:41,R_1CjXYB4eanLpwbo,,,,,40.04570007,-83.07209778,anonymous,EN,F82KCO,F82KCO,3.5,,,3,2,3,8,NPC,,,3,2,3,3,11,,,,,3,2,3,3,2,3,2,3,2,3,26,,,,,Female,30,Bachelor's degree,"Education (e.g., teacher)",,North America,,,,,79186,,,,
2020-09-13 17:53:01,2020-09-13 17:58:14,IP Address,71.63.47.189,100,313,TRUE,2020-09-13 17:58:15,R_VVxafxki5kcpUR3,,,,,37.33920288,-77.41750336,anonymous,EN,5UJK8Q,5UJK8Q,4.5,,,2,2,2,6,NPC,,,4,4,4,4,16,,,,,2,3,2,2,2,2,2,3,1,3,22,,,,,Female,47,Associate's degree,"Legal (e.g., lawyer, law clerk)",,North America,,,,,36944,South America,4,Bachelor's degree,9.677419355
2020-09-13 13:22:13,2020-09-13 13:27:19,IP Address,68.99.226.61,100,305,TRUE,2020-09-13 13:27:19,R_1CebmX9y1p7AFKA,,,,,33.62620544,-112.0074005,anonymous,EN,I0SNYZ,I0SNYZ,4.5,,,3,3,2,8,NPC,,,3,3,3,4,13,,,,,2,1,4,0,3,1,4,0,3,0,18,,,,,Female,57,Associate's degree,"Medical (e.g., doctor, nurse, dentist)",,North America,,,,,54793,North America,5,Associate's degree,2.150537634
2020-09-13 18:25:53,2020-09-13 18:32:13,IP Address,196.17.64.171,100,379,TRUE,2020-09-13 18:32:13,R_3fCU497x4SGSBMS,,,,,34.05439758,-118.2440033,anonymous,EN,99QSRI,99QSRI,5.5,,,3,2,3,8,NPC,,,3,4,3,4,14,,,,,3,4,3,4,3,2,3,2,3,3,30,,,,,Female,44,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,South America,,,,,87535,Central America,0,Some High School,0
2020-09-13 22:14:43,2020-09-13 22:58:34,IP Address,106.51.104.203,100,2631,TRUE,2020-09-13 22:58:35,R_2gJFyQvoAmptrpf,,,,,12.97189331,77.59368896,anonymous,EN,D9QU1O,D9QU1O,5.5,,,2,2,2,6,NPC,,,3,3,3,3,12,,,,,1,2,3,1,3,2,3,1,3,1,20,,,,,Female,34,Bachelor's degree,Homemaker,,Asia,,,,,39428,,,,
2020-09-13 23:00:27,2020-09-13 23:06:08,IP Address,24.126.46.155,100,341,TRUE,2020-09-13 23:06:09,R_27mrSQV4vBheWGc,,,,,38.80780029,-77.0522995,anonymous,EN,DHIH87,DHIH87,6.5,,,2,3,2,7,NPC,,,2,3,2,3,10,,,,,2,3,4,3,3,3,3,4,3,4,32,,,,,Female,33,Bachelor's degree,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,South America,,,,,81795,Europe,0,High School,0
2020-09-13 22:52:18,2020-09-13 22:58:51,IP Address,24.74.35.114,100,393,TRUE,2020-09-13 22:58:51,R_USZc4GZawSgs7F7,,,,,35.12930298,-80.86399841,anonymous,EN,EID1L4,EID1L4,6.5,,,2,3,2,7,NPC,,,2,3,3,2,10,,,,,2,3,2,3,2,3,2,3,3,2,25,,,,,Female,32,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,83610,,,Some College,0
,,,,,,,,,,,,,,,,,,,,,,2.454545455,2.454545455,2.272727273,7.181818182,,,,2.545454545,3,2.727272727,3,11.27272727,,,,,2.181818182,2.454545455,2.727272727,2.272727273,2.363636364,2.363636364,2.727272727,2.363636364,2.363636364,2.454545455,24.27272727,,,,,,38.63636364,,,,,,,,,,,,,