2020-09-13 13:28:17,2020-09-13 13:31:47,IP Address,122.174.163.254,100,210,TRUE,2020-09-13 13:31:48,R_9NssIVZqH1n2V2h,,,,,13.08779907,80.27850342,anonymous,EN,2ZQV7K,2ZQV7K,1.5,,,3,4,3,10,PC,,,3,3,4,3,13,,,,,3,4,3,3,3,2,3,4,2,3,30,,,,,Male,32,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,Asia,,,,,49831
2020-09-13 17:17:44,2020-09-13 17:30:26,IP Address,68.40.14.82,100,761,TRUE,2020-09-13 17:30:26,R_3IVboU2CC7Kyw25,,,,,42.41220093,-83.05470276,anonymous,EN,6KAAD3,6KAAD3,1.5,,,4,4,3,11,PC,,,3,4,3,4,14,,,,,4,0,3,0,4,0,4,0,4,0,19,,,,,Male,24,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,North America,,,,,25490
2020-09-13 18:17:04,2020-09-13 18:33:04,IP Address,196.17.67.158,100,959,TRUE,2020-09-13 18:33:04,R_3k6t74qb46jaTgx,,,,,34.05439758,-118.2440033,anonymous,EN,889Y0P,889Y0P,1.5,,,4,3,3,10,PC,,,2,4,2,3,11,,,,,3,3,3,4,2,3,3,3,3,3,30,,,,,Male,49,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,96162
2020-09-13 17:56:20,2020-09-13 18:13:29,IP Address,73.223.196.37,100,1029,TRUE,2020-09-13 18:13:29,R_3QPj7XB9J4m1l1O,,,,,37.77029419,-122.4407043,anonymous,EN,CQ532L,CQ532L,1.5,,,3,3,4,10,PC,,,3,4,4,4,15,,,,,2,0,4,0,3,0,4,0,3,0,16,,,,,Male,34,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,81595
2020-09-13 13:17:49,2020-09-13 13:27:41,IP Address,122.174.163.139,100,591,TRUE,2020-09-13 13:27:41,R_30bLhoNQeyVGmbc,,,,,13.08779907,80.27850342,anonymous,EN,GISJHE,GISJHE,1.5,,,3,3,3,9,PC,,,3,4,3,4,14,,,,,3,4,3,3,4,3,3,4,3,3,33,,,,,Male,30,Bachelor's degree,"Legal (e.g., lawyer, law clerk)",,Asia,,,,,70712
2020-09-13 16:23:33,2020-09-13 16:29:18,IP Address,196.17.67.15,100,344,TRUE,2020-09-13 16:29:18,R_3oYoLIBtSqYR2CD,,,,,34.05439758,-118.2440033,anonymous,EN,P64AD4,P64AD4,1.5,,,3,3,4,10,PC,,,3,2,3,4,12,,,,,3,3,3,3,3,3,4,3,3,4,32,,,,,Male,56,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,64597
2020-09-13 16:02:04,2020-09-13 16:11:05,IP Address,47.30.138.163,100,541,TRUE,2020-09-13 16:11:05,R_3EE9XWv1lYh40cr,,,,,28.65190125,77.23150635,anonymous,EN,PEUY93,PEUY93,1.5,,,4,4,4,12,PC,,,3,3,3,3,12,,,,,2,1,3,0,3,1,3,1,3,1,18,,,,,Male,27,Bachelor's degree,"Service (e.g., retail clerks, server)",,Asia,,,,,45127
2020-09-13 17:54:38,2020-09-13 18:01:02,IP Address,196.17.66.59,100,383,TRUE,2020-09-13 18:01:02,R_3kMxxoc2lcEGrLH,,,,,34.05439758,-118.2440033,anonymous,EN,YPB9W8,YPB9W8,1.5,,,3,3,3,9,PC,,,3,3,3,3,12,,,,,3,3,3,3,3,3,3,3,3,3,30,,,,,Male,48,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,North America,,,,,54127
2020-09-14 02:02:30,2020-09-14 02:09:48,IP Address,122.174.163.139,100,438,TRUE,2020-09-14 02:09:48,R_1FnDr5pfF4Nkscz,,,,,13.08779907,80.27850342,anonymous,EN,7K5JQE,7K5JQE,2.5,,,3,4,4,11,PC,,,3,4,3,4,14,,,,,3,4,3,4,3,4,3,4,4,4,36,,,,,Male,29,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,Asia,,,,,97356
2020-09-13 17:57:34,2020-09-13 18:01:52,IP Address,162.40.212.161,100,258,TRUE,2020-09-13 18:01:52,R_AMWfOWILtKyeMVP,,,,,29.83779907,-82.61289978,anonymous,EN,G6GEYG,G6GEYG,2.5,,,3,4,3,10,PC,,,4,4,3,3,14,,,,,1,0,3,0,3,1,3,0,3,0,14,,,,,Male,34,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,53486
2020-09-13 19:04:51,2020-09-13 19:11:20,IP Address,76.118.230.140,100,388,TRUE,2020-09-13 19:11:20,R_1LTi9wmSECdvKiE,,,,,42.31199646,-71.10810089,anonymous,EN,GWZ2E1,GWZ2E1,2.5,,,4,4,4,12,PC,,,3,2,2,3,10,,,,,4,0,4,0,0,1,4,0,2,0,15,,,,,Male,22,Bachelor's degree,Student,,North America,,,,,17009
2020-09-13 13:19:57,2020-09-13 13:32:57,IP Address,75.75.110.135,100,779,TRUE,2020-09-13 13:32:57,R_WjRo01tkzpjdjQB,,,,,39.01800537,-77.53900146,anonymous,EN,ZMA3F6,ZMA3F6,2.5,,,4,4,4,12,PC,,,0,1,1,0,2,,,,,3,0,4,0,4,0,4,0,4,0,19,,,,,Male,67,Bachelor's degree,"Skilled labor (e.g., electrician, plumber, carpenter)",,North America,,,,,27775
2020-09-13 16:53:50,2020-09-13 17:02:53,IP Address,196.17.66.78,100,543,TRUE,2020-09-13 17:02:53,R_1GPRwWyj31pKCHi,,,,,34.05439758,-118.2440033,anonymous,EN,A7LG85,A7LG85,3.5,,,2,3,4,9,PC,,,2,3,4,3,12,,,,,3,4,3,3,4,3,4,3,4,3,34,,,,,Male,62,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,28192
2020-09-13 17:13:29,2020-09-13 17:19:52,IP Address,196.17.65.220,100,382,TRUE,2020-09-13 17:19:52,R_24HuWZ9e7A53Mxm,,,,,34.05439758,-118.2440033,anonymous,EN,CNCJKX,CNCJKX,3.5,,,3,4,3,10,PC,,,2,3,3,4,12,,,,,3,4,3,4,3,3,4,3,3,4,34,,,,,Male,54,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,76311
2020-09-13 22:32:40,2020-09-13 22:47:34,IP Address,157.46.127.63,100,894,TRUE,2020-09-13 22:47:35,R_2TmUYaoMYu9ofJX,,,,,13.08779907,80.27850342,anonymous,EN,FXC55H,FXC55H,3.5,,,3,3,3,9,PC,,,2,3,2,2,9,,,,,3,2,3,2,3,2,3,2,3,3,26,,,,,Male,33,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,Asia,,,,,81705
2020-09-13 13:17:13,2020-09-13 13:22:50,IP Address,103.66.79.104,100,336,TRUE,2020-09-13 13:22:50,R_10VIfr3kM9YKdNq,,,,,10.51600647,76.21569824,anonymous,EN,H5TVXH,H5TVXH,3.5,,,4,4,4,12,PC,,,4,4,4,4,16,,,,,3,1,4,4,4,4,4,4,4,3,35,,,,,Male,32,Graduate degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,Asia,,,,,53688
2020-09-13 22:39:55,2020-09-13 22:44:34,IP Address,171.49.161.16,100,279,TRUE,2020-09-13 22:44:34,R_Ox47XwTpd9BoWul,,,,,13.08779907,80.27850342,anonymous,EN,NSJQ7F,NSJQ7F,3.5,,,4,3,3,10,PC,,,4,3,2,3,12,,,,,4,3,2,3,4,4,4,2,3,3,32,,,,,Male,28,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,Asia,,,,,88483
2020-09-13 18:06:26,2020-09-13 18:20:41,IP Address,204.191.189.222,100,854,TRUE,2020-09-13 18:20:41,R_UR8Zo0Rdo1ASoBH,,,,,53.54820251,-113.4318008,anonymous,EN,PIRH32,PIRH32,3.5,,,4,4,3,11,PC,,,3,3,3,3,12,,,,,3,0,2,0,4,2,4,4,4,0,23,,,,,Male,28,Bachelor's degree,Student,,North America,,,,,89423
2020-09-13 15:23:58,2020-09-13 15:32:02,IP Address,196.17.66.100,100,483,TRUE,2020-09-13 15:32:02,R_bPJK8pIchWpG6JP,,,,,34.05439758,-118.2440033,anonymous,EN,W2Q4W6,W2Q4W6,3.5,,,3,3,3,9,PC,,,3,3,3,3,12,,,,,3,3,3,3,3,3,3,3,3,3,30,,,,,Male,56,Bachelor's degree,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,North America,,,,,50779
2020-09-13 17:02:45,2020-09-13 17:11:19,IP Address,189.5.228.31,100,514,TRUE,2020-09-13 17:11:20,R_3j8ngK703oozqlp,,,,,-21.22250366,-47.82380676,anonymous,EN,Y1Z0RC,Y1Z0RC,3.5,,,3,3,3,9,PC,,,4,4,4,1,13,,,,,1,2,3,0,2,1,4,1,1,0,15,,,,,Male,23,Bachelor's degree,"Skilled labor (e.g., electrician, plumber, carpenter)",,South America,,,,,90590
2020-09-13 18:04:20,2020-09-13 18:21:12,IP Address,122.174.241.237,100,1012,TRUE,2020-09-13 18:21:12,R_22Yo1JRvGrjmgAH,,,,,13.08779907,80.27850342,anonymous,EN,Y52AGB,Y52AGB,3.5,,,4,3,4,11,PC,,,4,3,4,3,14,,,,,4,3,4,3,4,3,4,3,4,3,35,,,,,Male,27,Graduate degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,55161
2020-09-13 17:22:13,2020-09-13 17:27:11,IP Address,73.173.103.253,100,298,TRUE,2020-09-13 17:27:12,R_3J9vj1LKuRJaxac,,,,,39.21240234,-76.87760162,anonymous,EN,00SHDP,00SHDP,4.5,,,4,4,3,11,PC,,,3,3,3,4,13,,,,,2,0,4,0,4,0,4,0,4,0,18,,,,,Male,26,Bachelor's degree,Other,Full time MTurk,North America,,,,,66288
2020-09-13 19:24:03,2020-09-13 19:30:25,IP Address,38.68.50.46,100,381,TRUE,2020-09-13 19:30:25,R_1ims6phtAzmJgO1,,,,,37.75100708,-97.8219986,anonymous,EN,5YF448,5YF448,4.5,,,3,3,3,9,PC,,,3,2,3,3,11,,,,,3,2,3,3,3,2,3,3,3,3,28,,,,,Male,26,Bachelor's degree,"Service (e.g., retail clerks, server)",,South America,,,,,20365
2020-09-13 16:30:12,2020-09-13 16:48:29,IP Address,196.17.65.104,100,1097,TRUE,2020-09-13 16:48:29,R_1gAaLUq1SfeQe1j,,,,,34.05439758,-118.2440033,anonymous,EN,8YAHGW,8YAHGW,4.5,,,3,3,3,9,PC,,,3,3,3,3,12,,,,,3,3,3,3,3,3,3,3,3,3,30,,,,,Male,49,Some College,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,North America,,,,,84146
2020-09-13 14:37:52,2020-09-13 14:48:33,IP Address,74.65.215.100,100,640,TRUE,2020-09-13 14:48:33,R_wYklq4otSGAzxBf,,,,,40.71490479,-73.98930359,anonymous,EN,9OIGPK,9OIGPK,4.5,,,3,3,3,9,PC,,,2,3,3,3,11,,,,,2,1,3,0,3,1,4,1,3,0,18,,,,,Male,24,Bachelor's degree,"Service (e.g., retail clerks, server)",,North America,,,,,66810
2020-09-13 15:27:01,2020-09-13 15:37:21,IP Address,196.17.66.236,100,620,TRUE,2020-09-13 15:37:22,R_QiYBnvvqWHLJs9H,,,,,34.05439758,-118.2440033,anonymous,EN,9TU1QV,9TU1QV,4.5,,,3,3,4,10,PC,,,3,3,3,4,13,,,,,3,4,3,4,3,4,3,4,3,4,35,,,,,Male,63,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,97632
2020-09-13 16:34:49,2020-09-13 16:55:07,IP Address,196.17.66.160,100,1217,TRUE,2020-09-13 16:55:07,R_3E0HxZW2M4CAaHv,,,,,34.05439758,-118.2440033,anonymous,EN,J4F6JG,J4F6JG,4.5,,,3,3,3,9,PC,,,3,3,3,3,12,,,,,3,3,3,3,3,3,3,3,3,3,30,,,,,Male,54,Some College,"Business, management, or financial (e.g., manager, accountant, banker)",,North America,,,,,73439
2020-09-13 18:12:28,2020-09-13 18:17:02,IP Address,174.65.81.86,100,273,TRUE,2020-09-13 18:17:02,R_3dKW4Z6g3RTBtPT,,,,,32.81230164,-116.9171982,anonymous,EN,L44I22,L44I22,4.5,,,3,3,3,9,PC,,,3,3,3,3,12,,,,,1,1,4,1,3,1,4,1,3,1,20,,,,,Male,41,Some College,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,26845
2020-09-13 22:23:41,2020-09-13 22:28:06,IP Address,157.50.126.128,100,264,TRUE,2020-09-13 22:28:06,R_12FN73S7C22EpIZ,,,,,13.08779907,80.27850342,anonymous,EN,NIR78S,NIR78S,4.5,,,3,3,3,9,PC,,,3,3,4,3,13,,,,,3,3,3,4,3,3,3,3,3,3,31,,,,,Male,29,Bachelor's degree,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,Asia,,,,,74385
2020-09-13 19:04:49,2020-09-13 19:37:56,IP Address,73.46.79.2,100,1987,TRUE,2020-09-13 19:37:57,R_WvTAMVx8S39y6A1,,,,,26.01679993,-80.15370178,anonymous,EN,Q3XGDN,Q3XGDN,4.5,,,4,4,4,12,PC,,,4,4,3,3,14,,,,,4,2,3,4,3,2,4,2,3,2,29,,,,,Male,26,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,76388
2020-09-13 16:07:12,2020-09-13 16:48:22,IP Address,72.193.253.53,100,2469,TRUE,2020-09-13 16:48:22,R_3D552BRiOzFXLRr,,,,,36.21580505,-115.0660019,anonymous,EN,SA4WX5,SA4WX5,4.5,,,4,4,4,12,PC,,,4,4,4,4,16,,,,,4,0,4,4,4,0,4,4,4,4,32,,,,,Male,30,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,Central America,,,,,16430
2020-09-13 13:32:33,2020-09-13 13:52:11,IP Address,47.28.89.42,100,1177,TRUE,2020-09-13 13:52:11,R_3sobny4vzakmHdI,,,,,34.1394043,-118.2659988,anonymous,EN,SUHIQ4,SUHIQ4,4.5,,,3,3,3,9,PC,,,3,3,3,3,12,,,,,4,0,3,0,3,0,4,0,4,0,18,,,,,Male,49,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,North America,,,,,23627
2020-09-13 16:19:37,2020-09-13 16:23:54,IP Address,96.230.47.145,100,256,TRUE,2020-09-13 16:23:54,R_SZP3HzN0CDD4opj,,,,,42.55749512,-71.17359924,anonymous,EN,XHL1GB,XHL1GB,4.5,,,4,4,4,12,PC,,,0,0,0,0,0,,,,,3,0,4,0,4,0,4,0,4,0,19,,,,,Male,35,Graduate degree,"Legal (e.g., lawyer, law clerk)",,North America,,,,,43839
2020-09-13 18:15:22,2020-09-13 18:26:42,IP Address,196.17.67.133,100,680,TRUE,2020-09-13 18:26:42,R_2WBSeBQAK8zq8vs,,,,,34.05439758,-118.2440033,anonymous,EN,3X78GT,3X78GT,5.5,,,4,3,4,11,PC,,,4,3,4,4,15,,,,,3,4,3,4,3,4,3,3,4,3,34,,,,,Male,49,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,South America,,,,,62151
2020-09-13 23:02:36,2020-09-13 23:10:09,IP Address,122.168.84.117,100,452,TRUE,2020-09-13 23:10:09,R_9H3EGaoUv0gtgm5,,,,,22.71650696,75.83070374,anonymous,EN,4Z669S,4Z669S,5.5,,,3,4,4,11,PC,,,3,3,3,4,13,,,,,3,1,3,0,4,0,4,0,4,0,19,,,,,Male,37,Graduate degree,"Education (e.g., teacher)",,Asia,,,,,27970
2020-09-13 13:32:29,2020-09-13 13:37:58,IP Address,122.174.163.222,100,329,TRUE,2020-09-13 13:37:58,R_TubTwN9t2SNFrwZ,,,,,13.08779907,80.27850342,anonymous,EN,EQ8Z34,EQ8Z34,5.5,,,3,4,3,10,PC,,,3,3,3,4,13,,,,,3,3,3,3,4,3,3,2,3,3,30,,,,,Male,32,Bachelor's degree,"Administrative support (e.g., secretary, assistant)",,Asia,,,,,77649
2020-09-13 16:03:26,2020-09-13 16:21:08,IP Address,196.17.66.14,100,1061,TRUE,2020-09-13 16:21:08,R_AAlPbC2pjk1nNzr,,,,,34.05439758,-118.2440033,anonymous,EN,GEBYTO,GEBYTO,5.5,,,3,3,4,10,PC,,,3,4,3,4,14,,,,,3,4,3,4,3,3,3,3,3,4,33,,,,,Male,52,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,65171
2020-09-13 14:26:21,2020-09-13 14:38:55,IP Address,106.197.39.243,100,754,TRUE,2020-09-13 14:38:56,R_30iAYdUlZXo5rQA,,,,,11.65379333,78.15539551,anonymous,EN,O2GFFM,O2GFFM,5.5,,,3,3,4,10,PC,,,3,4,4,3,14,,,,,3,0,4,0,3,0,4,0,3,1,18,,,,,Male,35,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,Asia,,,,,16568
2020-09-13 21:41:21,2020-09-13 22:01:31,IP Address,72.207.200.154,100,1210,TRUE,2020-09-13 22:01:31,R_1IuuMWGJu4Zg9Mz,,,,,30.48820496,-91.14430237,anonymous,EN,SUXVIS,SUXVIS,5.5,,,2,4,3,9,PC,,,3,2,3,3,11,,,,,3,2,3,3,2,1,3,2,4,4,27,,,,,Male,44,Graduate degree,"Business, management, or financial (e.g., manager, accountant, banker)",,South America,,,,,74819
2020-09-13 19:29:53,2020-09-13 19:41:41,IP Address,198.228.138.9,100,707,TRUE,2020-09-13 19:41:41,R_yR4UsEDAY8E9CDL,,,,,34.17120361,-118.5186005,anonymous,EN,3GIDCO,3GIDCO,6.5,,,2,4,3,9,PC,,,3,2,4,3,12,,,,,3,2,4,3,4,3,3,3,4,3,32,,,,,Male,30,Bachelor's degree,Homemaker,,South America,,,,,74617
2020-09-13 14:30:05,2020-09-13 14:36:49,IP Address,179.219.182.184,100,404,TRUE,2020-09-13 14:36:50,R_vwXkulCquvrx3l7,,,,,-30.11459351,-51.16389465,anonymous,EN,6DEZHB,6DEZHB,6.5,,,3,4,3,10,PC,,,4,4,4,4,16,,,,,3,0,4,0,4,0,4,0,4,0,19,,,,,Male,32,Some College,"Art, writing, or journalism (e.g., author, reporter, sculptor)",,North America,,,,,92208
2020-09-13 13:35:44,2020-09-13 13:55:16,IP Address,196.17.64.12,100,1171,TRUE,2020-09-13 13:55:17,R_1F2QWaqJSH9AoZd,,,,,34.05439758,-118.2440033,anonymous,EN,F8KINZ,F8KINZ,6.5,,,3,3,3,9,PC,,,3,3,3,3,12,,,,,3,3,3,3,3,3,3,3,3,3,30,,,,,Male,58,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,39141
2020-09-13 16:16:56,2020-09-13 16:41:07,IP Address,172.58.107.180,100,1450,TRUE,2020-09-13 16:41:07,R_1DTKfwSTklfOP1a,,,,,32.72259521,-97.07849884,anonymous,EN,OU22E3,OU22E3,6.5,,,3,3,4,10,PC,,,3,2,3,2,10,,,,,3,1,3,4,3,1,3,1,3,2,24,,,,,Male,21,Associate's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,40096
2020-09-13 18:25:10,2020-09-13 18:29:10,IP Address,196.17.65.65,100,240,TRUE,2020-09-13 18:29:11,R_25T8Lj7jKPopBEz,,,,,34.05439758,-118.2440033,anonymous,EN,S6LNAZ,S6LNAZ,6.5,,,3,4,3,10,PC,,,3,4,3,4,14,,,,,3,4,3,4,3,4,3,4,3,4,35,,,,,Male,62,Bachelor's degree,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,South America,,,,,11758
2020-09-13 13:29:26,2020-09-13 13:58:06,IP Address,103.151.118.229,100,1719,TRUE,2020-09-13 13:58:06,R_3dW9KNAtOc1OQ28,,,,,22.81739807,89.56478882,anonymous,EN,UK9J2X,UK9J2X,6.5,,,4,4,4,12,PC,,,3,3,4,2,12,,,,,4,1,4,4,3,1,4,3,4,1,29,,,,,Male,30,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,North America,,,,,35689
2020-09-13 16:17:10,2020-09-13 16:48:13,IP Address,122.164.83.166,100,1862,TRUE,2020-09-13 16:48:13,R_7aLKDUiVETv64Nz,,,,,13.08779907,80.27850342,anonymous,EN,XDHM0K,XDHM0K,6.5,,,4,4,4,12,PC,,,4,4,4,4,16,,,,,4,3,4,4,4,4,3,4,4,4,38,,,,,Male,27,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,North America,,,,,52010
,,,,,,,,,,,,,,,,,,,,,,3.282608696,3.47826087,3.434782609,10.19565217,,,,2.97826087,3.086956522,3.108695652,3.130434783,12.30434783,,,,,2.97826087,1.97826087,3.260869565,2.260869565,3.217391304,2,3.5,2.152173913,3.304347826,2.130434783,26.7826087,,,,,,38.17391304,,,,,,,,,